Posizione,Similarità Coseno,Canzone,Immagine Abbinata
69,0.9983,000210.mp3,cristovao-de-figueiredo_b-n-o-de-santa-auta-em-lisboa-1520.jpg
70,0.9983,142081.mp3,thomas-lawrence_portrait-of-a-bishop.jpg
71,0.9983,148079.mp3,hans-andersen-brendekilde_a-village-road-with-a-woman-and-child-walking-hand-in-hand.jpg
72,0.9983,136138.mp3,owen-jones_cover.jpg
73,0.9983,138413.mp3,paul-albert-besnard_madame-besnard-1884.jpg
74,0.9983,138026.mp3,mary-beale_frances-pierrepont-duchess-of-newcastle-1630-1695.jpg
75,0.9983,141568.mp3,john-frederick-lewis_the-head-of-a-tigress-felis-tigris-etching-with-engraving-1825.jpg
76,0.9982,145744.mp3,sam-francis_untitled-1987-1.jpg
77,0.9982,005169.mp3,zinaida-serebriakova_nymph-flora-1935.jpg
78,0.9982,142574.mp3,roger-weik_number-120-2004.jpg
79,0.9982,139995.mp3,rembrandt_jesus-disputing-with-the-doctors-the-smaller-print-1654.jpg
80,0.9982,143186.mp3,nina-tokhtaman-valetova_constraint-2005.jpg
81,0.9981,152568.mp3,edgar-degas_study-of-horses.jpg
82,0.9981,148216.mp3,nicholas-roerich_springs-in-izvara-1893.jpg
83,0.9981,025104.mp3,abidin-dino_unknown-title-9.jpg
84,0.9981,141297.mp3,graham-sutherland_form-over-river-1972.jpg
85,0.9981,146681.mp3,abidin-dino_hand-and-the-eye-of-needle-1980.jpg
86,0.9981,149140.mp3,burhan-dogancay_honfleur-1950.jpg
87,0.9980,136137.mp3,plautilla-nelli_pained-madonna.jpg
88,0.9980,147059.mp3,efim-volkov_noon-in-the-woods.jpg
89,0.9980,000707.mp3,abidin-dino_yelkenli.jpg
90,0.9980,137173.mp3,georges-seurat_trees-winter-1883.jpg
91,0.9980,142552.mp3,fra-bartolomeo_the-holy-family-with-john-the-baptist-1515.jpg
92,0.9979,154414.mp3,pierre-auguste-renoir_the-reader-1877.jpg
93,0.9979,135990.mp3,mary-cassatt_simone-in-a-large-plumed-hat-seated-holding-a-griffon-dog.jpg
94,0.9978,148075.mp3,achille-zo_la-cour-des-lions-a-lalhambra-de-grenade.jpg
95,0.9978,142517.mp3,abidin-dino_bloom-1990.jpg
96,0.9978,135043.mp3,charles-andre-van-loo-carle-van-loo_venus-and-cupid.jpg
97,0.9977,150062.mp3,abraham-storck_de-haringpakkerstoren-met-de-stadsherberg-op-de-achtergrond-de-haringpakkerstoren-met-op-de-1687.jpg
98,0.9977,144542.mp3,hiroshige_the-station-ejiri.jpg
99,0.9977,148002.mp3,thomas-hill_piute-indians-yosemite.jpg
100,0.9977,001193.mp3,nicholas-roerich_mongolian-horseman.jpg
101,0.9976,000814.mp3,bernardo-strozzi_gamba-player.jpg
102,0.9976,148602.mp3,adalbert-erdeli_still-life-with-a-figurine-1950.jpg
103,0.9976,000602.mp3,camille-pissarro_landscape-fields-eragny-1885.jpg
104,0.9976,148168.mp3,howard-pyle_otto-of-the-silver-hand-10.jpg
105,0.9976,145762.mp3,alex-colville_dog-and-groom-1991.jpg
106,0.9975,136322.mp3,gerard-sekoto_the-jazz-band-1965.jpg
107,0.9975,141594.mp3,abraham-storck_boats-at-a-mooring-place.jpg
108,0.9975,142553.mp3,pierre-auguste-renoir_flowers-in-a-vase-1878-1.jpg
109,0.9975,142080.mp3,achille-zo_patio-a-lalhambra-1860.jpg
110,0.9975,145003.mp3,abraham-van-strij_hendrik-weymans-and-his-family.jpg
111,0.9975,141296.mp3,marcello-bacciarelli_blue-marquise-1770.jpg
112,0.9975,001482.mp3,adalbert-erdeli_female-portrait.jpg
113,0.9975,141143.mp3,camille-corot_fontainebleau.jpg
114,0.9974,142550.mp3,abraham-van-strij_unloading-wood-at-builenwalenvest.jpg
115,0.9974,144472.mp3,abraham-van-strij_stop-for-an-inn.jpg
116,0.9974,134084.mp3,sabin-balasa_fascination.jpg
117,0.9974,141181.mp3,john-pettie_ames-guthrie-orchar-provost-of-broughty-ferry-1886.jpg
118,0.9974,134053.mp3,george-henry_sir-hector-clare-cameron-president-of-the-faculty-of-physicians-and-surgeons-of-glasgow-1925.jpg
119,0.9974,142098.mp3,jean-auguste-dominique-ingres_jean-fran%C3%A7ois-julien-menager.jpg
120,0.9974,138061.mp3,julian-ashton_old-houses-cumberland-street-1901.jpg
121,0.9974,148212.mp3,albin-egger-lienz_savoyardenknabe.jpg
122,0.9973,025601.mp3,abraham-van-strij_the-drawing-lesson.jpg
123,0.9973,001680.mp3,serge-charchoune_untitled.jpg
124,0.9973,000546.mp3,adalbert-schaffer_stilleben-mit-melone-munzbecher-und-deckelkrug.jpg
125,0.9973,000706.mp3,abidin-dino_flower-1.jpg
126,0.9972,000825.mp3,gustave-dore_don-quixote-111.jpg
127,0.9972,146713.mp3,alaa-awad_untitled.jpg
128,0.9972,149714.mp3,olivier-debre_printemps-de-tilleuls-rose-et-bleu.jpg
129,0.9972,145553.mp3,abidin-dino_unknown-title-8.jpg
130,0.9972,142539.mp3,pieter-de-hooch_paying-the-hostess-1658.jpg
131,0.9972,000666.mp3,abidin-dino_villejuif-1993.jpg
132,0.9971,135337.mp3,isaac-levitan_evening-shadows.jpg
133,0.9971,005156.mp3,frederic-edwin-church_autumn-shower-1859.jpg
134,0.9971,148070.mp3,wilhelm-sasnal_anka-2001.jpg
135,0.9971,138319.mp3,vasiliy-ryabchenko_na-lanzherone-1984.jpg
136,0.9971,000002.mp3,gustave-courbet_the-angry-sea.jpg
137,0.9970,000141.mp3,ivan-vladimirov_at-the-well-1905.jpg
138,0.9970,136321.mp3,charles-m-russell_wolf-and-beaver-1921.jpg
139,0.9969,150268.mp3,rudolf-lang_summer-afternoon-1957.jpg
140,0.9969,144937.mp3,abraham-storck_het-fregat-pieter-en-paul-op-het-ij-het-met-medewerking-van-czaar-peter-de-grote-in-januari-1698-1700.jpg
141,0.9969,137563.mp3,abraham-manievich_moscow-iii.jpg
142,0.9969,143239.mp3,fra-angelico_noli-me-tangere-1442.jpg
143,0.9969,139003.mp3,abraham-van-strij_sailing-of-the-dordrecht.jpg
144,0.9968,137462.mp3,david-bates_stepping-stones-on-the-llugwy.jpg
145,0.9967,148210.mp3,luis-feito_untitled.jpg
146,0.9967,137171.mp3,claude-monet_grainstack-in-the-sunlight-snow-effect-1891.jpg
147,0.9967,142577.mp3,nasreen-mohamedi_untitled-3.jpg
148,0.9967,148290.mp3,tahir-salahov_portrait-of-aydan-salahova.jpg
149,0.9967,144470.mp3,adalbert-erdeli_seating-model-1913.jpg
150,0.9966,001686.mp3,pierre-auguste-renoir_the-banks-of-the-seine-at-argenteuil-1880.jpg
151,0.9966,148074.mp3,alexandre-benois_truffaldino-costume-design-for-goldoni-s-comedy-servant-of-two-masters.jpg
152,0.9965,152570.mp3,ludwig-knaus_portrait-of-jacob-stern-1877.jpg
153,0.9965,139524.mp3,albrecht-durer_the-mantle-of-the-pope.jpg
154,0.9965,148078.mp3,abraham-storck_hollandse-straatvaarders-bij-een-haven-aan-de-middellandse-zee-hollandse-straatvaarders-bij-een-0.jpg
155,0.9965,146970.mp3,fujishima-takeji_portrait-of-an-italian-lady-1908.jpg
156,0.9965,147309.mp3,claude-monet_in-the-woods-at-giverny-blanche-hoschede.jpg
157,0.9964,139536.mp3,vincent-van-gogh_trunk-of-an-old-yew-tree-1888.jpg
158,0.9964,136468.mp3,vasily-perov_regular-pool-1865.jpg
159,0.9964,146482.mp3,john-hoyland_2005-the-gnome-silkscreen.jpg
160,0.9963,150078.mp3,zhan-benner_ekstaz-1896.jpg
161,0.9963,001736.mp3,james-webb_mont-st-michel-normandy-1866.jpg
162,0.9963,139534.mp3,fernand-leger_three-characters-1920.jpg
163,0.9963,150266.mp3,rembrandt_holy-family-with-a-curtain-1646.jpg
164,0.9962,139520.mp3,m-c-escher_fiumara-calabria.jpg
165,0.9962,137463.mp3,albrecht-durer_st-thomas-1514.jpg
166,0.9962,149687.mp3,abraham-manievich_untitled-1925-1.jpg
167,0.9962,141876.mp3,luca-signorelli_moses-s-testament-and-death-detail-1482-2.jpg
168,0.9962,135342.mp3,paul-jacoulet_le-sculpteur-de-tokobuei-mers-du-sud-1954.jpg
169,0.9962,141282.mp3,adalbert-erdeli_over-the-water.jpg
170,0.9961,142128.mp3,simon-de-vlieger_stormy-sea-1650.jpg
171,0.9961,005879.mp3,isaac-levitan_portrait-of-sofia-petrovna-kuvshinnikov-1894.jpg
172,0.9961,141166.mp3,frank-stella_union-i-1966.jpg
173,0.9960,137898.mp3,georges-papazoff_composition-blue-background.jpg
174,0.9960,135219.mp3,evelyn-de-morgan_mercury-1873.jpg
175,0.9960,134389.mp3,sam-francis_indigo-wood-1982.jpg
176,0.9959,143219.mp3,franz-kline_hot-jazz-1940.jpg
177,0.9959,142096.mp3,brice-marden_third-letter-2009.jpg
178,0.9959,134388.mp3,abidin-dino_untitled.jpg
179,0.9958,138016.mp3,martin-rico_vista-del-monasterio-de-el-escorial-1858-0.jpg
180,0.9958,142084.mp3,edward-burne-jones_the-dream-of-lancelot-study.jpg
181,0.9958,136323.mp3,lucas-van-leyden_triptych-with-the-adoration-of-the-golden-calf-detail-1530.jpg
182,0.9957,146149.mp3,fons-heijnsbroek_open-head-2007.jpg
183,0.9957,149138.mp3,camille-corot_near-rotterdam-small-houses-on-the-banks-of-a-canal-1854.jpg
184,0.9957,001683.mp3,vincent-van-gogh_four-sketches-of-a-foot-1886.jpg
185,0.9956,141144.mp3,abdul-mati-klarwein_outline-1984.jpg
186,0.9956,144476.mp3,c-r-w-nevinson_a-river-in-england-1944.jpg
187,0.9956,144942.mp3,abraham-storck_czar-peter-the-great-on-board-of-his-yacht-en-route-to-the-pieter-en-paul.jpg
188,0.9956,135039.mp3,abraham-storck_peter-der-grosse-inspiziert-ein-schiff-bei-amsterdam-1700.jpg
189,0.9956,137567.mp3,julian-ashton_reflections-1892.jpg
190,0.9955,147023.mp3,abidin-dino_unknown-title-3.jpg
191,0.9955,138218.mp3,abraham-manievich_a-street-in-the-bronx.jpg
192,0.9955,001702.mp3,louis-comfort-tiffany_reading-lamp-scarab-design-1898.jpg
193,0.9954,138415.mp3,abraham-van-strij_view-on-mediterrian-port.jpg
194,0.9954,137717.mp3,abraham-storck_practice-fight-of-the-dutch-fleet-in-the-honour-of-tzar-peter-the-great-1-sept-1697-fragment.jpg
195,0.9954,142531.mp3,abraham-van-strij_merriment-on-frozen-river.jpg
196,0.9954,145551.mp3,achille-zo_halte-du-soir-autour-du-feu-1860.jpg
197,0.9954,139934.mp3,norval-morrisseau_bear-and-fish-in-cycle.jpg
198,0.9953,143215.mp3,adalbert-erdeli_still-life-with-a-guitar.jpg
199,0.9953,142549.mp3,abdul-mati-klarwein_youre-next-1979.jpg
200,0.9953,136404.mp3,abidin-dino_unknown-title-1.jpg
201,0.9952,149142.mp3,peder-severin-kroyer_luncheon-at-antino.jpg
202,0.9952,139330.mp3,francisco-goya_saint-gregory-1799.jpg
203,0.9952,142536.mp3,tamas-ervin_disaster-1970.jpg
204,0.9951,135028.mp3,john-singleton-copley_lemuel-cox-1770.jpg
205,0.9951,144469.mp3,carmen-oses-hidalgo_retrato-femenino-1936.jpg
206,0.9951,148606.mp3,jules-breton_the-shepherdess.jpg
207,0.9951,135341.mp3,virginia-frances-sterrett_old-french-fairy-tales-1920-14.jpg
208,0.9951,148605.mp3,abidin-dino_vazoda-lale.jpg
209,0.9951,025227.mp3,abraham-manievich_birch-trees-1911.jpg
210,0.9951,141289.mp3,eugene-delacroix_tasso-in-the-madhouse-1839.jpg
211,0.9950,145645.mp3,mark-tobey_flame-of-colors-1974.jpg
212,0.9950,148773.mp3,abidin-dino_unknown-title-10.jpg
213,0.9950,139773.mp3,ivan-aivazovsky_view-of-constantinople-and-the-bosporus.jpg
214,0.9949,000203.mp3,abraham-storck_the-arrival-of-the-russian-embassy-in-amsterdam-29-august-1697-1697.jpg
215,0.9949,144212.mp3,thomas-hill_el-capitan-with-clouds-rest-beyond-yosemite-1901.jpg
216,0.9949,154303.mp3,adalbert-erdeli_sanatorium-synyak-1955.jpg
217,0.9949,005268.mp3,john-constable_yarmouth-pier-1822.jpg
218,0.9949,144741.mp3,abraham-storck_a-dutch-harbour-scene-with-ships-and-bathers-0.jpg
219,0.9948,142528.mp3,eyvind-earle_of-the-hills-and-valleys.jpg
220,0.9948,152418.mp3,abraham-storck_harbour-scene.jpg
221,0.9946,142381.mp3,vasily-perov_paris-sharmanschitsa-sketch-1863.jpg
222,0.9946,150073.mp3,abraham-storck_dam-square-in-amsterdam-1675.jpg
223,0.9945,146683.mp3,abraham-storck_hamn.jpg
224,0.9945,152261.mp3,sam-francis_untitled-sfp88-12-1988.jpg
225,0.9945,144801.mp3,abraham-van-strij_the-fishsaleswoman.jpg
226,0.9945,137167.mp3,abidin-dino_flower-1970.jpg
227,0.9945,000621.mp3,adalbert-erdeli_spring.jpg
228,0.9945,141616.mp3,armando-reveron_la-cueva-1920.jpg
229,0.9944,142949.mp3,tamas-ervin_torsos-1982.jpg
230,0.9944,141286.mp3,camille-pissarro_the-fair-in-dieppe-sunny-morning-1901.jpg
231,0.9944,144945.mp3,louis-comfort-tiffany_windows-church-of-the-covenant-boston-14.jpg
232,0.9944,152543.mp3,roger-weik_ping-2016-2016.jpg
233,0.9944,141285.mp3,charles-willson-peale_charles-waterton-1824.jpg
234,0.9943,143060.mp3,abraham-storck_vue-dun-port-meridional.jpg
235,0.9943,000615.mp3,guercino_the-penitent-magdalen-1649.jpg
236,0.9942,142086.mp3,jean-messagier_les-mangeurs-de-vent.jpg
237,0.9942,149623.mp3,hans-gude_the-lake-of-constance-1888.jpg
238,0.9942,138071.mp3,claude-monet_the-cour-d-albane-grey-weather.jpg
239,0.9941,148510.mp3,jean-miotte_instant-ebloui-1979.jpg
240,0.9940,152480.mp3,daniele-da-volterra_assumption-of-the-virgin-della-rovere-chapel-trinita-dei-monti.jpg
241,0.9939,143221.mp3,edouard-riou_journey-to-the-center-of-the-earth-1864-31.jpg
242,0.9938,001732.mp3,abidin-dino_antibes-1961-1.jpg
243,0.9937,152262.mp3,abidin-dino_lament-nomads-1940.jpg
244,0.9937,139804.mp3,kees-van-dongen_woman-with-green-stockings-1905.jpg
245,0.9936,148214.mp3,ivan-aivazovsky_the-nice-at-night.jpg
246,0.9936,143237.mp3,graca-morais_brinquedos.jpg
247,0.9936,143061.mp3,richard-jack_the-honourable-edith-violet-kathleen-agar-robartes.jpg
248,0.9935,141618.mp3,paul-cezanne_fruit-and-jug-on-a-table.jpg
249,0.9935,147269.mp3,vasily-perov_portrait-of-a-merchant-s-t-kuznetsov-1873.jpg
250,0.9935,147086.mp3,nicholas-roerich_study-of-scene-design-for-snow-maiden-1921-1.jpg
251,0.9934,139771.mp3,eyvind-earle_sierra-madre-foothills.jpg
252,0.9934,142579.mp3,abraham-storck_mediterranean-harbour-scene.jpg
253,0.9933,148032.mp3,achille-zo_la-porta-di-toledo-1869.jpg
254,0.9933,148585.mp3,camille-corot_view-at-riva-italian-tyrol-1834.jpg
255,0.9933,137426.mp3,abraham-storck_a-dutch-harbour-scene-with-ships-and-bathers.jpg
256,0.9933,144943.mp3,hyacinthe-rigaud_suzanne-de-boubers-de-bernatre.jpg
257,0.9932,147268.mp3,iurie-matei_the-source-of-infection-ii-2010.jpg
258,0.9932,136708.mp3,victor-palmov_unknown.jpg
259,0.9932,149099.mp3,georgi-mashev_nostalgia.jpg
260,0.9932,136091.mp3,adalbert-erdeli_female-portrait-1912.jpg
261,0.9932,146961.mp3,edward-burne-jones_baronne-deslandes.jpg
262,0.9931,136466.mp3,abidin-dino_unknown-title-6.jpg
263,0.9931,135220.mp3,bozoky-maria_snowy-landscape-with-crows-1981.jpg
264,0.9931,001259.mp3,giovanni-battista-gaulli_triumph-of-bacchus-and-ariadne-1675.jpg
265,0.9930,141561.mp3,helene-de-beauvoir_les-laveuses-au-bord-de-la-mer.jpg
266,0.9930,145707.mp3,claude-monet_entrance-to-the-port-of-trouville.jpg
267,0.9930,138217.mp3,isaac-levitan_village-1884.jpg
268,0.9929,148604.mp3,adalbert-schaffer_a-still-life-with-fruit-roses-and-a-pitcher-set-on-a-marble-ledge.jpg
269,0.9929,001066.mp3,wlodzimierz-zakrzewski_cmentraz-w-okolicy-atri-1964-60x80-1964.jpg
270,0.9929,150064.mp3,abraham-manievich_late-summer-afternoon-the-bronx.jpg
271,0.9929,138064.mp3,graham-sutherland_fallen-tree-against-sunset-1940.jpg
272,0.9929,147087.mp3,walter-crane_diana-and-endymion-1883.jpg
273,0.9929,148285.mp3,henri-fantin-latour_vase-of-peonies-and-snowballs-1878.jpg
274,0.9928,142566.mp3,vincent-van-gogh_still-life-with-grapes-1887.jpg
275,0.9928,139769.mp3,abidin-dino_drawing.jpg
276,0.9927,025032.mp3,charles-le-brun_hercules.jpg
277,0.9927,138025.mp3,amedeo-modigliani_woman-with-white-coat-1917.jpg
278,0.9927,136467.mp3,paul-revere_colonel-bouquet-1774.jpg
279,0.9927,135364.mp3,ivan-shishkin_alley-of-the-summer-garden-in-st-petersburg-1869.jpg
280,0.9926,139523.mp3,abidin-dino_deniz-k-st-1979.jpg
281,0.9926,145464.mp3,charles-m-russell_wild-meat-for-wild-men-1890.jpg
282,0.9926,141167.mp3,abraham-storck_the-four-days-battle.jpg
283,0.9926,148028.mp3,edelfelt-albert_herdarnas-tillbedjan-1894.jpg
284,0.9925,139112.mp3,abraham-storck_ships-passing-a-windmill.jpg
285,0.9925,135226.mp3,carl-larsson_karin-and-brita-with-cactus-1909.jpg
286,0.9925,150288.mp3,abraham-storck_tableau-de-marine.jpg
287,0.9924,141293.mp3,abraham-manievich_autumn.jpg
288,0.9924,135091.mp3,adalbert-erdeli_caricature-with-a-bottle.jpg
289,0.9924,137174.mp3,miguel-cabrera_the-conversion-of-saint-ignatius-loyola.jpg
290,0.9923,137168.mp3,albrecht-durer_madonna-with-the-siskin-1506.jpg
291,0.9923,143046.mp3,paul-gauguin_bouquet-of-flowers.jpg
292,0.9923,145550.mp3,abraham-van-strij_interior-with-a-woman-and-man.jpg
293,0.9922,144733.mp3,francisco-de-zurbaran_the-savior-blessing-1638.jpg
294,0.9922,148603.mp3,john-singleton-copley_nicholas-boylston.jpg
295,0.9922,144477.mp3,abidin-dino_flower-3.jpg
296,0.9922,138068.mp3,gustave-dore_amateur-from-garden.jpg
297,0.9921,144543.mp3,moise-kisling_not-identified-7.jpg
298,0.9921,135228.mp3,abraham-storck_hollandse-straatvaarders-bij-een-haven-aan-de-middellandse-zee-hollandse-straatvaarders-bij-een.jpg
299,0.9920,150079.mp3,abraham-storck_het-eiland-onrust-bij-batavia-onrust-island-near-batavia-1699.jpg
300,0.9920,139537.mp3,felipe-de-vicente_art-122-2015.jpg
301,0.9919,142537.mp3,abidin-dino_antibes-1961.jpg
302,0.9919,144179.mp3,antonio-jacobsen_the-yacht-defender-on-a-leeward-reach-by-sandy-hook.jpg
303,0.9918,137170.mp3,abraham-van-strij_woman-and-child-in-basement.jpg
304,0.9918,001644.mp3,abraham-manievich_autumn-in-the-park-1925.jpg
305,0.9917,145755.mp3,zinaida-serebriakova_portrait-of-r-ernst-1922.jpg
306,0.9917,145549.mp3,abraham-manievich_camden-1923.jpg
307,0.9916,147085.mp3,toyota-hokkei_chinese-sage-reading-while-riding-on-a-buffalo-1820.jpg
308,0.9916,137211.mp3,abidin-dino_may-68-1968.jpg
309,0.9916,142564.mp3,john-frederick-herring-sr_queen-victorias-favourite-arab-and-dogs.jpg
310,0.9914,149075.mp3,werner-berg_horse-feeding-from-a-tree-1932.jpg
311,0.9914,148302.mp3,karl-bryullov_portrait-of-f-a-bruni-1828.jpg
312,0.9914,142433.mp3,rembrandt-peale_portrait-of-american-revolutionary-war-militia-general-and-us-senator-from-south-carolina-thomas.jpg
313,0.9914,144546.mp3,abraham-van-strij_butcher-in-his-shop.jpg
314,0.9914,137935.mp3,edgar-degas_three-dancers-in-purple-skirts.jpg
315,0.9913,147409.mp3,albert-irvin_renfrew-1983.jpg
316,0.9913,137899.mp3,vincent-van-gogh_the-starry-night-1888-2.jpg
317,0.9913,136424.mp3,abraham-manievich_the-yellow-house.jpg
318,0.9913,142565.mp3,pavel-fedotov_portrait-of-maria-pavlovna-druzhinina.jpg
319,0.9912,142538.mp3,gustave-loiseau_by-the-eure-river-in-summer-1902-1.jpg
320,0.9912,134073.mp3,salvador-dali_portrait-of-alexander-guest-1959.jpg
321,0.9912,145702.mp3,domenico-fiasella_visione-di-san-giovanni.jpg
322,0.9911,146969.mp3,charles-andre-van-loo-carle-van-loo_presentation-of-jesus-in-the-temple-1725.jpg
323,0.9910,143309.mp3,ogata-gekko_nihon-hana-zue-1897.jpg
324,0.9910,001082.mp3,john-martin_belshazzar-s-feast-1820.jpg
325,0.9908,025124.mp3,virginia-frances-sterrett_old-french-fairy-tales-1920-0.jpg
326,0.9908,147815.mp3,abraham-storck_onrust-island-near-batavia-1699.jpg
327,0.9908,148612.mp3,edgar-degas_three-dancers-before-exercise.jpg
328,0.9907,144946.mp3,telemaco-signorini_sketch-for-straw-weavers-at-settignano.jpg
329,0.9906,142091.mp3,abidin-dino_untitled-1971.jpg
330,0.9905,142575.mp3,pieter-brueghel-the-younger_peasants-making-merry-outside-a-tavern-the-swan.jpg
331,0.9905,138256.mp3,edward-hicks_peaceable-kingdom-1833.jpg
332,0.9905,137895.mp3,fernand-leger_the-big-parade.jpg
333,0.9904,145742.mp3,edvard-munch_nude-i-1913.jpg
334,0.9904,145257.mp3,rembrandt_balaam-s-ass-1626.jpg
335,0.9902,141564.mp3,abraham-manievich_rural-landscape-1921.jpg
336,0.9902,145552.mp3,abraham-van-strij_sitting-man-with-dog.jpg
337,0.9901,138015.mp3,pierre-auguste-renoir_breton-landscape-trees-and-moor-1892.jpg
338,0.9901,000821.mp3,edward-lear_howatke-1867.jpg
339,0.9901,152254.mp3,david-cox_wind-rain-and-sunshine-1845.jpg
340,0.9901,148132.mp3,abraham-storck_die-reede-von-enkhuizen.jpg
